key,en,te,hi,keywords,aisle,rack
deep-cumin-seeds,Deep Cumin Seeds,డీప్ జీరా బీజాలు,डीप जीरा बीज,"['cumin seeds', 'jeera']",,
deep-cumin-seeds-7oz,Deep Cumin Seeds 7oz,,,deep-cumin-seeds-7oz,,
deep-curry-powder-hot,Deep Curry Powder Hot,డీప్ కరీ పావురు వేడి,डीप करी पाउडर गरम,"['curry powder', 'hot curry powder']",,
deep-daabeli,Deep Daabeli,,,deep-daabeli,,
deep-dahi-vada,Deep Dahi Vada,,,deep-dahi-vada,,
deep-dahi-whole-milk,Deep Dahi Whole Milk,,,deep-dahi-whole-milk,,
deep-dhokla-flour,Deep Dhokla Flour,,,deep-dhokla-flour,,
deep-dill-seeds,Dill Seeds,సోయాబీన్ బీజాలు,सोयाबीन बीज,"['dill seeds', 'సోయాబీన్ బీజాలు', 'सोयाबीन बीज']",,
deep-dosa-mix,Deep Dosa Mix,,,deep-dosa-mix,,
deep-drumsticks,Deep Drumsticks,డీప్ డ్రమ్‌స్టిక్స్,डीप ड्रमस्टिक्स,"['drumsticks', 'deep drumsticks']",,
deep-dum-aloo,Deep Dum Aloo,,,deep-dum-aloo,,
deep-extra-long-grain-basmati-rice-2-lb,Deep Extra Long Grain Basmati Rice 2 Lb,,,deep-extra-long-grain-basmati-rice-2-lb,,
deep-fada,Deep Fada,,,deep-fada,,
deep-fada-kansar,Deep Fada Kansar,,,deep-fada-kansar,,
deep-fansi,Deep Fansi,,,deep-fansi,,
deep-fennel-seeds,Deep Fennel Seeds,,,deep-fennel-seeds,,
deep-fruity-biscuits,Deep Fruity Biscuits,,,deep-fruity-biscuits,,
deep-garam-masala,Deep Garam Masala,,,deep-garam-masala,,
deep-garam-masala-50-gram,Deep Garam Masala 50 Gram,,,deep-garam-masala-50-gram,,
deep-garlic-green-jeer-papad,Deep Garlic Green Jeer Papad,,,deep-garlic-green-jeer-papad,,
deep-garlic-naan,Deep Garlic Naan,,,deep-garlic-naan,,
deep-ginger-garlic-paste,Deep Ginger Garlic Paste,డీప్ గింజర్ గార్లిక్ పేస్ట్,डीप गिंजर गार्लिक पेस्ट,"['ginger garlic paste', 'deep paste', 'condiment']",,
deep-ginger-paste,Deep Ginger Paste,,,deep-ginger-paste,,
deep-green-peas,Deep Green Peas,,,deep-green-peas,,
deep-gulab-jamun-mix,Deep Gulab Jamun Mix,,,deep-gulab-jamun-mix,,
deep-guvar-cut,Deep Guvar Cut,,,deep-guvar-cut,,
deep-handva-flour,Deep Handva Flour,,,deep-handva-flour,,
deep-handvo-mix,Deep Handvo Mix,,,deep-handvo-mix,,
deep-homestyle-paratha,Deep Homestyle Paratha,,,deep-homestyle-paratha,,
deep-hot-mango-pickle,Deep Hot Mango Pickle,,,deep-hot-mango-pickle,,
deep-hot-mix-ex-hot,Deep Hot Mix Ex Hot,,,deep-hot-mix-ex-hot,,
deep-hot-mix-original,Deep Hot Mix Original,,,deep-hot-mix-original,,
deep-idli-mix,Deep Idli Mix,,,deep-idli-mix,,
deep-jumbo-punjabi-samosas,Deep Jumbo Punjabi Samosas,డీప్ జమ్బో పంజాబీ సమోసాలు,डीप जंबो पंजाबी समोसे,"samosas, punjabi samosas, deep fried samosas",,
deep-kaju-katli,Deep Kaju Katli,,,deep-kaju-katli,,
deep-kala-chana-besan,Deep Kala Chana Besan,,,deep-kala-chana-besan,,
deep-kala-kand,Deep Kala Kand,,,deep-kala-kand,,
deep-kamarkas,Deep Kamarkas,,,deep-kamarkas,,
deep-kantola,Deep Kantola,,,deep-kantola,,
deep-katki-mango-sweet,Deep Katki Mango Sweet,,,deep-katki-mango-sweet,,
deep-khakhara-bajri,Deep Khakhara Bajri,,,deep-khakhara-bajri,,
deep-khakhara-chorafali,Deep Khakhara Chorafali,,,deep-khakhara-chorafali,,
deep-khakhara-jeera,Deep Khakhara Jeera,,,deep-khakhara-jeera,,
deep-khakhara-masala,Deep Khakhara Masala,,,deep-khakhara-masala,,
deep-khakhara-math,Deep Khakhara Math,,,deep-khakhara-math,,
deep-khakhara-mathia,Deep Khakhara Mathia,,,deep-khakhara-mathia,,
deep-khakhara-pizza,Deep Khakhara Pizza,,,deep-khakhara-pizza,,
deep-khaman,Deep Khaman,,,deep-khaman,,
deep-khaman-mix,Deep Khaman Mix,,,deep-khaman-mix,,
deep-khari-jeera,Deep Khari Jeera,,,deep-khari-jeera,,
deep-khari-methi,Deep Khari Methi,,,deep-khari-methi,,
deep-khichiya-green-chili,Deep Khichiya Green Chili,,,deep-khichiya-green-chili,,
deep-khichiya-jeera,Deep Khichiya Jeera,,,deep-khichiya-jeera,,
deep-khichiya-plain,Deep Khichiya Plain,,,deep-khichiya-plain,,
deep-khichiya-red-chilli-with-garli,Deep Khichiya Red Chilli With Garli,,,deep-khichiya-red-chilli-with-garli,,
deep-khichiya-upvas-sago,Deep Khichiya Upvas Sago,,,deep-khichiya-upvas-sago,,
deep-ladoo-besan,Deep Ladoo Besan,,,deep-ladoo-besan,,
deep-lilva-kachori,Deep Lilva Kachori,,,deep-lilva-kachori,,
deep-lime-pickle-sweet,Deep Lime Pickle Sweet,,,deep-lime-pickle-sweet,,
deep-lotus-root-cut,Deep Lotus Root Cut,,,deep-lotus-root-cut,,
deep-maida,Deep Maida,,,deep-maida,,
deep-maida-2-lb,Deep Maida 2 Lb,,,deep-maida-2-lb,,
deep-masala-boondi,Deep Masala Boondi,,,deep-masala-boondi,,
deep-masala-paratha,Deep Masala Paratha,,,deep-masala-paratha,,
deep-mathia,Deep Mathia,,,deep-mathia,,
deep-methi,Deep Methi,,,deep-methi,,
deep-methi-paratha,Deep Methi Paratha,,,deep-methi-paratha,,
deep-milk-mava-powder,Deep Milk Mava Powder,,,deep-milk-mava-powder,,
deep-mini-toast,Deep Mini Toast,,,deep-mini-toast,,
deep-mint-chutney,Deep Mint Chutney,,,deep-mint-chutney,,
deep-mix-vegetable-samosa,Deep Mix Vegetable Samosa,,,deep-mix-vegetable-samosa,,
deep-mixed-pickle,Deep Mixed Pickle,,,deep-mixed-pickle,,
deep-mixed-vegetable,Deep Mixed Vegetable,,,deep-mixed-vegetable,,
deep-mooli-paratha,Deep Mooli Paratha,,,deep-mooli-paratha,,
deep-moong-dal-flour,Deep Moong Dal Flour,,,deep-moong-dal-flour,,
deep-moong-flour,Deep Moong Flour,,,deep-moong-flour,,
deep-mustard,Deep Mustard,,,deep-mustard,,
deep-mustard-oil,Deep Mustard Oil,,,deep-mustard-oil,,
deep-mustard-seeds-7oz,Deep Mustard Seeds 7oz,,,deep-mustard-seeds-7oz,,
deep-naan,Deep Naan,,,deep-naan,,
deep-nankhatai,Deep Nankhatai,,,deep-nankhatai,,
deep-onion-kulcha,Deep Onion Kulcha,,,deep-onion-kulcha,,
deep-onion-pakora,Deep Onion Pakora,,,deep-onion-pakora,,
deep-original-paratha,Deep Original Paratha,,,deep-original-paratha,,
deep-palak,Deep Palak,,,deep-palak,,
deep-paneer-paratha,Deep Paneer Paratha,,,deep-paneer-paratha,,
deep-paneer-raw,Deep Paneer Raw,,,deep-paneer-raw,,
deep-parval,Deep Parval,,,deep-parval,,
deep-peanut-chikki,Deep Peanut Chikki,,,deep-peanut-chikki,,
deep-peas-carrot,Deep Peas Carrot,,,deep-peas-carrot,,
deep-plain-boongi,Deep Plain Boongi,,,deep-plain-boongi,,
deep-potato-peas-samosas,Deep Potato Peas Samosas,,,deep-potato-peas-samosas,,
deep-potato-samosas,Deep Potato Samosas,,,deep-potato-samosas,,
deep-pudina-paratha,Deep Pudina Paratha,,,deep-pudina-paratha,,
deep-punjabi-tinda,Deep Punjabi Tinda,,,deep-punjabi-tinda,,
deep-puran-poli,Deep Puran Poli,,,deep-puran-poli,,
deep-ragi-flour,Deep Ragi Flour,,,deep-ragi-flour,,
deep-rajgaro-chikki,Deep Rajgaro Chikki,,,deep-rajgaro-chikki,,
deep-rasmalai,Deep Rasmalai,,,deep-rasmalai,,
deep-ratalu,Deep Ratalu,,,deep-ratalu,,
deep-ratlami-sev,Deep Ratlami Sev,,,deep-ratlami-sev,,
deep-rava-dosa-mix,Deep Rava Dosa Mix,,,deep-rava-dosa-mix,,
deep-rava-idli-mix,Deep Rava Idli Mix,,,deep-rava-idli-mix,,
deep-red-chilli-1,Deep Red Chilli 1,,,deep-red-chilli-1,,
deep-red-chilli-powder-7oz,Deep Red Chilli Powder 7oz,,,deep-red-chilli-powder-7oz,,
deep-red-chilli-powder-extra-hot-1,Deep Red Chilli Powder Extra Hot 1,,,deep-red-chilli-powder-extra-hot-1,,
deep-red-powder,Deep Red Powder,,,deep-red-powder,,
deep-roghani-naan,Deep Roghani Naan,డీప్ రోఘనీ నాన్,डीप रोगनी नान,"['roghani naan', 'deep naan']",,
deep-salted-butter,Deep Salted Butter,,,deep-salted-butter,,
deep-samosa,Deep Samosa,,,deep-samosa,,
deep-sesame-chikki,Deep Sesame Chikki,,,deep-sesame-chikki,,
deep-sesame-oil,Deep Sesame Oil,,,deep-sesame-oil,,
deep-sharbati-atta-20-lb,Deep Sharbati Atta 20 Lb,,,deep-sharbati-atta-20-lb,,
deep-soan-papdi,Deep Soan Papdi,,,deep-soan-papdi,,
deep-soan-papdi-1,Deep Soan Papdi 1,,,deep-soan-papdi-1,,
deep-soan-papdi-500-gm,Deep Soan Papdi 500 Gm,,,deep-soan-papdi-500-gm,,
deep-sooji,Deep Sooji,డీప్ సూజీ,डीप सूजी,"['sooji', 'rava', 'semolina']",,
deep-spicy-cashews-blk-pepper,Deep Spicy Cashews Blk Pepper,,,deep-spicy-cashews-blk-pepper,,
deep-spicy-cashews-red-pepper,Deep Spicy Cashews Red Pepper,,,deep-spicy-cashews-red-pepper,,
deep-spicy-peanuts,Deep Spicy Peanuts,,,deep-spicy-peanuts,,
deep-spinach-paneer-samosa-value-pa,Deep Spinach Paneer Samosa Value Pa,,,deep-spinach-paneer-samosa-value-pa,,
deep-suran,Deep Suran,,,deep-suran,,
deep-surti-papdi-lilva,Deep Surti Papdi Lilva,,,deep-surti-papdi-lilva,,
deep-surti-undhiu-mix,Deep Surti Undhiu Mix,,,deep-surti-undhiu-mix,,
deep-sweet-corn,Deep Sweet Corn,,,deep-sweet-corn,,
deep-tandaljo,Deep Tandaljo,,,deep-tandaljo,,
deep-tandoori-naan,Deep Tandoori Naan,,,deep-tandoori-naan,,
deep-tandoori-roti,Deep Tandoori Roti,,,deep-tandoori-roti,,
deep-tea-of-assam,Deep Tea Of Assam,,,deep-tea-of-assam,,
deep-tindora,Deep Tindora,,,deep-tindora,,
deep-turmeric-powder-2,Deep Turmeric Powder 2,,,deep-turmeric-powder-2,,
deep-turmeric-powder-7oz,Deep Turmeric Powder 7oz,,,deep-turmeric-powder-7oz,,
deep-tuvar-peas,Deep Tuvar Peas,,,deep-tuvar-peas,,
deep-twisted-khari-original,Deep Twisted Khari Original,,,deep-twisted-khari-original,,
deep-udad-flour,Deep Udad Flour,,,deep-udad-flour,,
deep-val-papdi,Deep Val Papdi,,,deep-val-papdi,,
deep-veg-pilaf,Deep Veg Pilaf,,,deep-veg-pilaf,,
deep-whole-ginger,Deep Whole Ginger,,,deep-whole-ginger,,
deep-whole-red-chilli,Deep Whole Red Chilli,,,deep-whole-red-chilli,,
deer-basil-seed-drink-with-cocktail-flavored,Deer Basil Seed Drink With Cocktail Flavored,,,deer-basil-seed-drink-with-cocktail-flavored,,
dehraduni-basmathi-rice,Dehraduni Basmathi Rice,,,dehraduni-basmathi-rice,,
dehraduni-basmati-rice,Dehraduni Basmati Rice,,,dehraduni-basmati-rice,,
dehraduni-basmati-rice-10-lb,Dehraduni Basmati Rice 10 Lb,,,dehraduni-basmati-rice-10-lb,,
dermi-cool,Dermi Cool,,,dermi-cool,,
desi-coriander-chutney,Desi Coriander Chutney,,,desi-coriander-chutney,,
desi-natural-low-fat-yogurt,Desi Natural Low Fat Yogurt,,,desi-natural-low-fat-yogurt,,
desi-natural-lowfat-yogurt,Desi Natural Lowfat Yogurt,,,desi-natural-lowfat-yogurt,,
desi-natural-whole-milk-yogurt,Desi Natural Whole Milk Yogurt,,,desi-natural-whole-milk-yogurt,,
desi-panipuri-chutney,Desi Panipuri Chutney,,,desi-panipuri-chutney,,
dettol-anti-bacterial-herbal-soap,Dettol Anti Bacterial Herbal Soap,,,dettol-anti-bacterial-herbal-soap,,
dettol-cool-soap,Dettol Cool Soap,,,dettol-cool-soap,,
dettol-fresh-soap,Dettol Fresh Soap,,,dettol-fresh-soap,,
dettol-original,Dettol Original,,,dettol-original,,
dettol-original-soap,Dettol Original Soap,,,dettol-original-soap,,
dettol-skincare-soap,Dettol Skincare Soap,,,dettol-skincare-soap,,
dettol-soap-1,Dettol Soap 1,,,dettol-soap-1,,
dettol-soap-2,Dettol Soap 2,,,dettol-soap-2,,
devdas-pure-brass-small-diya,Devdas Pure Brass Small Diya,,,devdas-pure-brass-small-diya,,
dhania,Coriander,Dhaniyalu,Dhania,coriander|dhania|dhaniyalu,,
dhaniyalu,Coriander,Dhaniyalu,Dhania,coriander|dhania|dhaniyalu,,
dhokla,Dhokla,,,dhokla,,
dial-hand-soap,Dial Hand Soap,,,dial-hand-soap,,
dial-soap,Dial Soap,,,dial-soap,,
diet-bhel,Diet Bhel,,,diet-bhel,,
diet-chiwda,Diet Chiwda,,,diet-chiwda,,
digestives-1,Digestives 1,,,digestives-1,,
dill-seads,Dill Seads,,,dill-seads,,
divya-manjan-tooth-powder,Divya Manjan Tooth Powder,,,divya-manjan-tooth-powder,,
diya-big,Diya Big,,,diya-big,,
diyas-6-pcs,Diyas 6 Pcs,,,diyas-6-pcs,,
dolly,Dolly,,,dolly,,
dosa-batter,Dosa Batter,,,dosa-batter,,
dosa-rice-10-lb,Dosa Rice 10 Lb,,,dosa-rice-10-lb,,
double-cake,Double Cake,,,double-cake,,
double-hourse-matta-rice,Double Hourse Matta Rice,,,double-hourse-matta-rice,,
drumstick,Drumstick,,,drumstick,,
dry-amla,Dry Amla,,,dry-amla,,
dry-mix,Dry Mix,,,dry-mix,,
dum-ka-masala,Dum Ka Masala,,,dum-ka-masala,,
dunar-ritz-basmati-10-lb,Dunar Ritz Basmati 10 Lb,,,dunar-ritz-basmati-10-lb,,
eastern-chettinad-chicken-masala,Eastern Chettinad Chicken Masala,,,eastern-chettinad-chicken-masala,,
eastern-meat-masala,Eastern Meat Masala,,,eastern-meat-masala,,
eastern-meat-masala-1,Eastern Meat Masala 1,,,eastern-meat-masala-1,,
eastern-mutton-masala,Eastern Mutton Masala,,,eastern-mutton-masala,,
eastern-pav-bhaji-masala,Eastern Pav Bhaji Masala,,,eastern-pav-bhaji-masala,,
easy-butter-chicken-ready-gravy-mix,Easy Butter Chicken Ready Gravy Mix,,,easy-butter-chicken-ready-gravy-mix,,
easy-mutton-mughlai-ready-gravy-mix,Easy Mutton Mughlai Ready Gravy Mix,,,easy-mutton-mughlai-ready-gravy-mix,,
easy-paneer-tikka-ready-gravy-mix,Easy Paneer Tikka Ready Gravy Mix,,,easy-paneer-tikka-ready-gravy-mix,,
easy-zz-chicken-curry,Easy Zz Chicken Curry,,,easy-zz-chicken-curry,,
easy-zz-paneer-tikka,Easy Zz Paneer Tikka,,,easy-zz-paneer-tikka,,
ebm-gluco,Ebm Gluco,,,ebm-gluco,,
eclaire,Eclaire,,,eclaire,,
edible-gum,Edible Gum,,,edible-gum,,
eegplant,Eegplant,,,eegplant,,
egg-curry,Egg Curry,,,egg-curry,,
egg-yellow-powder,Egg Yellow Powder,,,egg-yellow-powder,,
eggless-fruit-cake,Eggless Fruit Cake,,,eggless-fruit-cake,,
elachi-paan,Elachi Paan,,,elachi-paan,,
elaichi,Elaichi,,,elaichi,,
elaihi-shrikhand,Elaihi Shrikhand,,,elaihi-shrikhand,,
elayada,Elayada,,,elayada,,
elonga-extra-basmati-rice-10-lb,Elonga Extra Basmati Rice 10 Lb,,,elonga-extra-basmati-rice-10-lb,,
energy-portal-bloom-6-pcs,Energy Portal Bloom 6 Pcs,,,energy-portal-bloom-6-pcs,,
eno-lemon-flavour,Eno Lemon Flavour,,,eno-lemon-flavour,,
eno-regular,Eno Regular,,,eno-regular,,
eve-chicken-masala,Eve Chicken Masala,,,eve-chicken-masala,,
everest-chat-masala,Everest Chat Masala,,,everest-chat-masala,,
everest-chhole-masala,Everest Chhole Masala,,,everest-chhole-masala,,
everest-dry-mango-powder,Everest Dry Mango Powder,,,everest-dry-mango-powder,,
everest-jaljira,Everest Jaljira,,,everest-jaljira,,
everest-kashmirilal,Everest Kashmirilal,,,everest-kashmirilal,,
everest-pani-puri-masala-1,Everest Pani Puri Masala 1,,,everest-pani-puri-masala-1,,
everest-pav-bhaji-masala,Everest Pav Bhaji Masala,,,everest-pav-bhaji-masala,,
everest-royal-garam-masala,Everest Royal Garam Masala,,,everest-royal-garam-masala,,
everest-shahi-biryani-masala,Everest Shahi Biryani Masala,,,everest-shahi-biryani-masala,,
everest-tea-masala,Everest Tea Masala,,,everest-tea-masala,,
everyday,Everyday,,,everyday,,
extra-long-basmati-rice-10-lb,Extra Long Basmati Rice 10 Lb,,,extra-long-basmati-rice-10-lb,,
extra-long-grain-rice,Extra Long Grain Rice,,,extra-long-grain-rice,,
fafda,Fafda,,,fafda,,
falafels-ready-to-eat,Falafels Ready To Eat,,,falafels-ready-to-eat,,
falooda,Falooda,,,falooda,,
falooda-kulfi-1,Falooda Kulfi 1,,,falooda-kulfi-1,,
falsa,Falsa,,,falsa,,
famous-beater,Famous Beater,,,famous-beater,,
famous-premium-vegetable-fruit-cutter,Famous Premium Vegetable Fruit Cutter,,,famous-premium-vegetable-fruit-cutter,,
fancy-mug,Fancy Mug,,,fancy-mug,,
fanta-can,Fanta Can,,,fanta-can,,
feb,Feb,,,feb,,
felza-oil,Felza Oil,,,felza-oil,,
felza-pure-sunflower-oil,Felza Pure Sunflower Oil,,,felza-pure-sunflower-oil,,
feni-lacha,Feni Lacha,,,feni-lacha,,
fennel-powder,Fennel Powder,,,fennel-powder,,
fig-roll,Fig Roll,,,fig-roll,,
filza,Filza,,,filza,,
fine-sev,Fine Sev,,,fine-sev,,
fish-cutlet,Fish Cutlet,,,fish-cutlet,,
fize,Fize,,,fize,,
floor-spinners-8-pcs,Floor Spinners 8 Pcs,,,floor-spinners-8-pcs,,
