en,te,hi,keywords,categories,aisle,rack
Deep Fada,,,deep-fada,Uncategorized,,
Deep Fada Kansar,,,deep-fada-kansar,Uncategorized,,
Deep Fansi,,,deep-fansi,Uncategorized,,
Deep Fennel Seeds,,,deep-fennel-seeds,Uncategorized,,
Deep Fruity Biscuits,,,deep-fruity-biscuits,Uncategorized,,
Deep Garam Masala,,,deep-garam-masala,Uncategorized,,
Deep Garam Masala 50 Gram,,,deep-garam-masala-50-gram,Uncategorized,,
Deep Garlic Green Jeer Papad,,,deep-garlic-green-jeer-papad,Uncategorized,,
Deep Garlic Naan,,,deep-garlic-naan,Uncategorized,,
Deep Ginger Garlic Paste,డీప్ గింజర్ గార్లిక్ పేస్ట్,डीप गिंजर गार्लिक पेस्ट,"['ginger garlic paste', 'deep paste', 'condiment']",Uncategorized,,
Deep Ginger Paste,,,deep-ginger-paste,Uncategorized,,
Deep Green Peas,,,deep-green-peas,Uncategorized,,
Deep Gulab Jamun Mix,,,deep-gulab-jamun-mix,Uncategorized,,
Deep Guvar Cut,,,deep-guvar-cut,Uncategorized,,
Deep Handva Flour,,,deep-handva-flour,Uncategorized,,
Deep Handvo Mix,,,deep-handvo-mix,Uncategorized,,
Deep Homestyle Paratha,,,deep-homestyle-paratha,Uncategorized,,
Deep Hot Mango Pickle,,,deep-hot-mango-pickle,Uncategorized,,
Deep Hot Mix Ex Hot,,,deep-hot-mix-ex-hot,Uncategorized,,
Deep Hot Mix Original,,,deep-hot-mix-original,Uncategorized,,
Deep Idli Mix,,,deep-idli-mix,Uncategorized,,
Deep Jumbo Punjabi Samosas,డీప్ జమ్బో పంజాబీ సమోసాలు,डीप जंबो पंजाबी समोसे,"samosas, punjabi samosas, deep fried samosas",Uncategorized,,
Deep Kaju Katli,,,deep-kaju-katli,Uncategorized,,
Deep Kala Chana Besan,,,deep-kala-chana-besan,Uncategorized,,
Deep Kala Kand,,,deep-kala-kand,Uncategorized,,
Deep Kamarkas,,,deep-kamarkas,Uncategorized,,
Deep Kantola,,,deep-kantola,Uncategorized,,
Deep Katki Mango Sweet,,,deep-katki-mango-sweet,Uncategorized,,
Deep Khakhara Bajri,,,deep-khakhara-bajri,Uncategorized,,
Deep Khakhara Chorafali,,,deep-khakhara-chorafali,Uncategorized,,
Deep Khakhara Jeera,,,deep-khakhara-jeera,Uncategorized,,
Deep Khakhara Masala,,,deep-khakhara-masala,Uncategorized,,
Deep Khakhara Math,,,deep-khakhara-math,Uncategorized,,
Deep Khakhara Mathia,,,deep-khakhara-mathia,Uncategorized,,
Deep Khakhara Pizza,,,deep-khakhara-pizza,Uncategorized,,
Deep Khaman,,,deep-khaman,Uncategorized,,
Deep Khaman Mix,,,deep-khaman-mix,Uncategorized,,
Deep Khari Jeera,,,deep-khari-jeera,Uncategorized,,
Deep Khari Methi,,,deep-khari-methi,Uncategorized,,
Deep Khichiya Green Chili,,,deep-khichiya-green-chili,Uncategorized,,
Deep Khichiya Jeera,,,deep-khichiya-jeera,Uncategorized,,
Deep Khichiya Plain,,,deep-khichiya-plain,Uncategorized,,
Deep Khichiya Red Chilli With Garli,,,deep-khichiya-red-chilli-with-garli,Uncategorized,,
Deep Khichiya Upvas Sago,,,deep-khichiya-upvas-sago,Uncategorized,,
Deep Ladoo Besan,,,deep-ladoo-besan,Uncategorized,,
Deep Lilva Kachori,,,deep-lilva-kachori,Uncategorized,,
Deep Lime Pickle Sweet,,,deep-lime-pickle-sweet,Uncategorized,,
Deep Lotus Root Cut,,,deep-lotus-root-cut,Uncategorized,,
Deep Maida,,,deep-maida,Uncategorized,,
Deep Maida 2 Lb,,,deep-maida-2-lb,Uncategorized,,
Deep Masala Boondi,,,deep-masala-boondi,Uncategorized,,
Deep Masala Paratha,,,deep-masala-paratha,Uncategorized,,
Deep Mathia,,,deep-mathia,Uncategorized,,
Deep Methi,,,deep-methi,Uncategorized,,
Deep Methi Paratha,,,deep-methi-paratha,Uncategorized,,
Deep Milk Mava Powder,,,deep-milk-mava-powder,Uncategorized,,
Deep Mini Toast,,,deep-mini-toast,Uncategorized,,
Deep Mint Chutney,,,deep-mint-chutney,Uncategorized,,
Deep Mix Vegetable Samosa,,,deep-mix-vegetable-samosa,Uncategorized,,
Deep Mixed Pickle,,,deep-mixed-pickle,Uncategorized,,
Deep Mixed Vegetable,,,deep-mixed-vegetable,Uncategorized,,
Deep Mooli Paratha,,,deep-mooli-paratha,Uncategorized,,
Deep Moong Dal Flour,,,deep-moong-dal-flour,Uncategorized,,
Deep Moong Flour,,,deep-moong-flour,Uncategorized,,
Deep Mustard,,,deep-mustard,Uncategorized,,
Deep Mustard Oil,,,deep-mustard-oil,Uncategorized,,
Deep Mustard Seeds 7oz,,,deep-mustard-seeds-7oz,Uncategorized,,
Deep Naan,,,deep-naan,Uncategorized,,
Deep Nankhatai,,,deep-nankhatai,Uncategorized,,
Deep Onion Kulcha,,,deep-onion-kulcha,Uncategorized,,
Deep Onion Pakora,,,deep-onion-pakora,Uncategorized,,
Deep Original Paratha,,,deep-original-paratha,Uncategorized,,
Deep Palak,,,deep-palak,Uncategorized,,
Deep Paneer Paratha,,,deep-paneer-paratha,Uncategorized,,
Deep Paneer Raw,,,deep-paneer-raw,Uncategorized,,
Deep Parval,,,deep-parval,Uncategorized,,
Deep Peanut Chikki,,,deep-peanut-chikki,Uncategorized,,
Deep Peas Carrot,,,deep-peas-carrot,Uncategorized,,
Deep Plain Boongi,,,deep-plain-boongi,Uncategorized,,
Deep Potato Peas Samosas,,,deep-potato-peas-samosas,Uncategorized,,
Deep Potato Samosas,,,deep-potato-samosas,Uncategorized,,
Deep Pudina Paratha,,,deep-pudina-paratha,Uncategorized,,
Deep Punjabi Tinda,,,deep-punjabi-tinda,Uncategorized,,
Deep Puran Poli,,,deep-puran-poli,Uncategorized,,
Deep Ragi Flour,,,deep-ragi-flour,Uncategorized,,
Deep Rajgaro Chikki,,,deep-rajgaro-chikki,Uncategorized,,
Deep Rasmalai,,,deep-rasmalai,Uncategorized,,
Deep Ratalu,,,deep-ratalu,Uncategorized,,
Deep Ratlami Sev,,,deep-ratlami-sev,Uncategorized,,
Deep Rava Dosa Mix,,,deep-rava-dosa-mix,Uncategorized,,
Deep Rava Idli Mix,,,deep-rava-idli-mix,Uncategorized,,
Deep Red Chilli 1,,,deep-red-chilli-1,Uncategorized,,
Deep Red Chilli Powder 7oz,,,deep-red-chilli-powder-7oz,Uncategorized,,
Deep Red Chilli Powder Extra Hot 1,,,deep-red-chilli-powder-extra-hot-1,Uncategorized,,
Deep Red Powder,,,deep-red-powder,Uncategorized,,
Deep Roghani Naan,డీప్ రోఘనీ నాన్,डीप रोगनी नान,"['roghani naan', 'deep naan']",Uncategorized,,
Deep Salted Butter,,,deep-salted-butter,Uncategorized,,
Deep Samosa,,,deep-samosa,Uncategorized,,
Deep Sesame Chikki,,,deep-sesame-chikki,Uncategorized,,
Deep Sesame Oil,,,deep-sesame-oil,Uncategorized,,
Deep Sharbati Atta 20 Lb,,,deep-sharbati-atta-20-lb,Uncategorized,,
Deep Soan Papdi,,,deep-soan-papdi,Uncategorized,,
Deep Soan Papdi 1,,,deep-soan-papdi-1,Uncategorized,,
Deep Soan Papdi 500 Gm,,,deep-soan-papdi-500-gm,Uncategorized,,
Deep Sooji,డీప్ సూజీ,डीप सूजी,"['sooji', 'rava', 'semolina']",Uncategorized,,
Deep Spicy Cashews Blk Pepper,,,deep-spicy-cashews-blk-pepper,Uncategorized,,
Deep Spicy Cashews Red Pepper,,,deep-spicy-cashews-red-pepper,Uncategorized,,
Deep Spicy Peanuts,,,deep-spicy-peanuts,Uncategorized,,
Deep Spinach Paneer Samosa Value Pa,,,deep-spinach-paneer-samosa-value-pa,Uncategorized,,
Deep Suran,,,deep-suran,Uncategorized,,
Deep Surti Papdi Lilva,,,deep-surti-papdi-lilva,Uncategorized,,
Deep Surti Undhiu Mix,,,deep-surti-undhiu-mix,Uncategorized,,
Deep Sweet Corn,,,deep-sweet-corn,Uncategorized,,
Deep Tandaljo,,,deep-tandaljo,Uncategorized,,
Deep Tandoori Naan,,,deep-tandoori-naan,Uncategorized,,
Deep Tandoori Roti,,,deep-tandoori-roti,Uncategorized,,
Deep Tea Of Assam,,,deep-tea-of-assam,Uncategorized,,
Deep Tindora,,,deep-tindora,Uncategorized,,
Deep Turmeric Powder 2,,,deep-turmeric-powder-2,Uncategorized,,
Deep Turmeric Powder 7oz,,,deep-turmeric-powder-7oz,Uncategorized,,
Deep Tuvar Peas,,,deep-tuvar-peas,Uncategorized,,
Deep Twisted Khari Original,,,deep-twisted-khari-original,Uncategorized,,
Deep Udad Flour,,,deep-udad-flour,Uncategorized,,
Deep Val Papdi,,,deep-val-papdi,Uncategorized,,
Deep Veg Pilaf,,,deep-veg-pilaf,Uncategorized,,
Deep Whole Ginger,,,deep-whole-ginger,Uncategorized,,
Deep Whole Red Chilli,,,deep-whole-red-chilli,Uncategorized,,
Deer Basil Seed Drink With Cocktail Flavored,,,deer-basil-seed-drink-with-cocktail-flavored,Uncategorized,,
Dehraduni Basmathi Rice,,,dehraduni-basmathi-rice,Uncategorized,,
Dehraduni Basmati Rice,,,dehraduni-basmati-rice,Uncategorized,,
Dehraduni Basmati Rice 10 Lb,,,dehraduni-basmati-rice-10-lb,Uncategorized,,
Dermi Cool,,,dermi-cool,Uncategorized,,
Desi Coriander Chutney,,,desi-coriander-chutney,Uncategorized,,
Desi Natural Low Fat Yogurt,,,desi-natural-low-fat-yogurt,Uncategorized,,
Desi Natural Lowfat Yogurt,,,desi-natural-lowfat-yogurt,Uncategorized,,
Desi Natural Whole Milk Yogurt,,,desi-natural-whole-milk-yogurt,Uncategorized,,
Desi Panipuri Chutney,,,desi-panipuri-chutney,Uncategorized,,
Dettol Anti Bacterial Herbal Soap,,,dettol-anti-bacterial-herbal-soap,Uncategorized,,
Dettol Cool Soap,,,dettol-cool-soap,Uncategorized,,
Dettol Fresh Soap,,,dettol-fresh-soap,Uncategorized,,
Dettol Original,,,dettol-original,Uncategorized,,
Dettol Original Soap,,,dettol-original-soap,Uncategorized,,
Dettol Skincare Soap,,,dettol-skincare-soap,Uncategorized,,
Dettol Soap 1,,,dettol-soap-1,Uncategorized,,
Dettol Soap 2,,,dettol-soap-2,Uncategorized,,
Devdas Pure Brass Small Diya,,,devdas-pure-brass-small-diya,Uncategorized,,
Dhokla,,,dhokla,Uncategorized,,
Dial Hand Soap,,,dial-hand-soap,Uncategorized,,
Dial Soap,,,dial-soap,Uncategorized,,
Diet Bhel,,,diet-bhel,Uncategorized,,
Diet Chiwda,,,diet-chiwda,Uncategorized,,
Digestives 1,,,digestives-1,Uncategorized,,
Dill Seads,,,dill-seads,Uncategorized,,
Dill Seeds,సోయాబీన్ బీజాలు,सोयाबीन बीज,"['dill seeds', 'సోయాబీన్ బీజాలు', 'सोयाबीन बीज']",Uncategorized,,
Divya Manjan Tooth Powder,,,divya-manjan-tooth-powder,Uncategorized,,
Diya Big,,,diya-big,Uncategorized,,
Diyas 6 Pcs,,,diyas-6-pcs,Uncategorized,,
Dolly,,,dolly,Uncategorized,,
Dosa Batter,,,dosa-batter,Uncategorized,,
Dosa Rice 10 Lb,,,dosa-rice-10-lb,Uncategorized,,
Double Cake,,,double-cake,Uncategorized,,
Double Hourse Matta Rice,,,double-hourse-matta-rice,Uncategorized,,
Drumstick,,,drumstick,Uncategorized,,
Dry Amla,,,dry-amla,Uncategorized,,
Dry Mix,,,dry-mix,Uncategorized,,
Dum Ka Masala,,,dum-ka-masala,Uncategorized,,
Dunar Ritz Basmati 10 Lb,,,dunar-ritz-basmati-10-lb,Uncategorized,,
Eastern Chettinad Chicken Masala,,,eastern-chettinad-chicken-masala,Uncategorized,,
Eastern Meat Masala,,,eastern-meat-masala,Uncategorized,,
Eastern Meat Masala 1,,,eastern-meat-masala-1,Uncategorized,,
Eastern Mutton Masala,,,eastern-mutton-masala,Uncategorized,,
Eastern Pav Bhaji Masala,,,eastern-pav-bhaji-masala,Uncategorized,,
Easy Butter Chicken Ready Gravy Mix,,,easy-butter-chicken-ready-gravy-mix,Uncategorized,,
Easy Mutton Mughlai Ready Gravy Mix,,,easy-mutton-mughlai-ready-gravy-mix,Uncategorized,,
Easy Paneer Tikka Ready Gravy Mix,,,easy-paneer-tikka-ready-gravy-mix,Uncategorized,,
Easy Zz Chicken Curry,,,easy-zz-chicken-curry,Uncategorized,,
Easy Zz Paneer Tikka,,,easy-zz-paneer-tikka,Uncategorized,,
Ebm Gluco,,,ebm-gluco,Uncategorized,,
Eclaire,,,eclaire,Uncategorized,,
Edible Gum,,,edible-gum,Uncategorized,,
Eegplant,,,eegplant,Uncategorized,,
Egg Curry,,,egg-curry,Uncategorized,,
Egg Yellow Powder,,,egg-yellow-powder,Uncategorized,,
Eggless Fruit Cake,,,eggless-fruit-cake,Uncategorized,,
Elachi Paan,,,elachi-paan,Uncategorized,,
Elaichi,,,elaichi,Uncategorized,,
Elaihi Shrikhand,,,elaihi-shrikhand,Uncategorized,,
Elayada,,,elayada,Uncategorized,,
Elonga Extra Basmati Rice 10 Lb,,,elonga-extra-basmati-rice-10-lb,Uncategorized,,
Energy Portal Bloom 6 Pcs,,,energy-portal-bloom-6-pcs,Uncategorized,,
Eno Lemon Flavour,,,eno-lemon-flavour,Uncategorized,,
Eno Regular,,,eno-regular,Uncategorized,,
Eve Chicken Masala,,,eve-chicken-masala,Uncategorized,,
Everest Chat Masala,,,everest-chat-masala,Uncategorized,,
Everest Chhole Masala,,,everest-chhole-masala,Uncategorized,,
Everest Dry Mango Powder,,,everest-dry-mango-powder,Uncategorized,,
Everest Jaljira,,,everest-jaljira,Uncategorized,,
Everest Kashmirilal,,,everest-kashmirilal,Uncategorized,,
Everest Pani Puri Masala 1,,,everest-pani-puri-masala-1,Uncategorized,,
Everest Pav Bhaji Masala,,,everest-pav-bhaji-masala,Uncategorized,,
Everest Royal Garam Masala,,,everest-royal-garam-masala,Uncategorized,,
Everest Shahi Biryani Masala,,,everest-shahi-biryani-masala,Uncategorized,,
Everest Tea Masala,,,everest-tea-masala,Uncategorized,,
Everyday,,,everyday,Uncategorized,,
Extra Long Basmati Rice 10 Lb,,,extra-long-basmati-rice-10-lb,Uncategorized,,
Extra Long Grain Rice,,,extra-long-grain-rice,Uncategorized,,
Fafda,,,fafda,Uncategorized,,
Falafels Ready To Eat,,,falafels-ready-to-eat,Uncategorized,,
Falooda,,,falooda,Uncategorized,,
Falooda Kulfi 1,,,falooda-kulfi-1,Uncategorized,,
Falsa,,,falsa,Uncategorized,,
Famous Beater,,,famous-beater,Uncategorized,,
Famous Premium Vegetable Fruit Cutter,,,famous-premium-vegetable-fruit-cutter,Uncategorized,,
Fancy Mug,,,fancy-mug,Uncategorized,,
Fanta Can,,,fanta-can,Uncategorized,,
Feb,,,feb,Uncategorized,,
Felza Oil,,,felza-oil,Uncategorized,,
Felza Pure Sunflower Oil,,,felza-pure-sunflower-oil,Uncategorized,,
Feni Lacha,,,feni-lacha,Uncategorized,,
Fennel Powder,,,fennel-powder,Uncategorized,,
Fig Roll,,,fig-roll,Uncategorized,,
Filza,,,filza,Uncategorized,,
Fine Sev,,,fine-sev,Uncategorized,,
Fish Cutlet,,,fish-cutlet,Uncategorized,,
Fize,,,fize,Uncategorized,,
Floor Spinners 8 Pcs,,,floor-spinners-8-pcs,Uncategorized,,
Flower Pot 6 Pcs,,,flower-pot-6-pcs,Uncategorized,,
Food Colour Orange,,,food-colour-orange,Uncategorized,,
Food Colour Red,,,food-colour-red,Uncategorized,,
Fppd Color,,,fppd-color,Uncategorized,,
Fresh Garlic,,,fresh-garlic,Uncategorized,,
Fresh Lychee,,,fresh-lychee,Uncategorized,,
Fresh Peanut,,,fresh-peanut,Uncategorized,,
Fresh Samosa,,,fresh-samosa,Uncategorized,,
Fresh Vada Pav,,,fresh-vada-pav,Uncategorized,,
Fried Chops Tooba,,,fried-chops-tooba,Uncategorized,,
Fried Onion 1,,,fried-onion-1,Uncategorized,,
Fries,,,fries,Uncategorized,,
Frooti,,,frooti,Uncategorized,,
Frooti Pack,,,frooti-pack,Uncategorized,,
Frozen Samber,,,frozen-samber,Uncategorized,,
Frozen Veg Masala Patties,,,frozen-veg-masala-patties,Uncategorized,,
Fruit Cake,,,fruit-cake,Uncategorized,,
Frying Pan 20cm,,,frying-pan-20cm,Uncategorized,,
Fun Nuggets,,,fun-nuggets,Uncategorized,,
Gachak,,,gachak,Uncategorized,,
Garam Masala,గరమ్ మసాలా,गरम मसाला,"['garam masala', 'గరమ్ మసాలా', 'गरम मसाला']",Spices & Masala,1,1
Garam Masala,,,garam-masala,Uncategorized,,
Garam Masala 1,,,garam-masala-1,Uncategorized,,
Garlic,Vellulli (వెల్లుల్లి),Lahsun (पहसुन / लहसुन),garlic|lahsun|vellulli,Uncategorized,,
Garlic Naan,,,garlic-naan,Uncategorized,,
Garlic Powder,,,garlic-powder,Uncategorized,,
Garvi Gujarat 3 In One Puri,,,garvi-gujarat-3-in-one-puri,Uncategorized,,
Garvi Gujarat 3 In One Puri 1,,,garvi-gujarat-3-in-one-puri-1,Uncategorized,,
Garvi Gujarat Bhakarwadi,,,garvi-gujarat-bhakarwadi,Uncategorized,,
Garvi Gujarat Bhavnagri Ganthia,గర్వి గుజరాత్ భావనగరి గంతియా,गर्वी गुजरात भावनगरी गन्थिया,"gujarati sweets, bhavnagri ganthia",Uncategorized,,
